"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"26.07.2019","102.818,93","102.653,90","103.209,05","102.196,31","5,30M","0,16%"
"25.07.2019","102.654,58","104.118,80","104.439,70","102.390,47","5,98M","-1,41%"
"24.07.2019","104.119,54","103.706,64","104.570,36","103.706,64","5,02M","0,40%"
"23.07.2019","103.704,28","103.949,46","104.429,57","103.518,20","4,18M","-0,24%"
"22.07.2019","103.949,46","103.451,93","104.278,14","103.451,93","3,57M","0,48%"
"19.07.2019","103.451,93","104.716,41","104.722,64","103.387,84","3,59M","-1,21%"
"18.07.2019","104.716,59","103.859,36","104.773,05","103.859,36","4,55M","0,83%"
"17.07.2019","103.855,53","103.775,14","104.453,09","103.711,71","3,94M","0,08%"
"16.07.2019","103.775,41","103.805,39","104.439,98","103.361,08","4,61M","-0,03%"
"15.07.2019","103.802,69","103.909,11","104.577,91","103.494,84","4,12M","-0,10%"
"12.07.2019","103.905,99","105.157,57","105.730,54","103.903,06","4,89M","-1,18%"
"11.07.2019","105.146,44","105.818,26","105.885,50","104.813,51","5,00M","-0,63%"
"10.07.2019","105.817,06","104.536,70","106.650,12","104.536,70","7,03M","1,23%"
"08.07.2019","104.530,22","104.090,14","104.679,30","103.987,99","3,61M","0,42%"
"05.07.2019","104.089,47","103.628,28","104.175,90","102.621,70","4,34M","0,44%"
"04.07.2019","103.636,17","102.046,55","104.021,60","102.046,55","4,10M","1,56%"
"03.07.2019","102.043,11","100.576,27","102.176,96","100.451,36","4,95M","1,43%"
"02.07.2019","100.605,17","101.342,31","101.564,53","100.072,77","5,10M","-0,72%"
"01.07.2019","101.339,68","100.973,48","102.431,61","100.973,48","424,32K","0,37%"
"28.06.2019","100.967,20","100.726,43","101.562,52","100.726,43","4,21M","0,24%"
"27.06.2019","100.723,97","100.688,63","101.024,95","99.420,64","4,28M","0,04%"
"26.06.2019","100.688,63","100.094,59","101.126,24","100.094,59","5,17M","0,60%"
"25.06.2019","100.092,95","102.061,44","102.061,44","99.890,22","4,61M","-1,93%"
"24.06.2019","102.062,33","102.017,56","102.617,31","101.588,92","3,67M","0,05%"
"21.06.2019","102.012,64","100.304,79","102.099,65","100.304,79","5,66M","1,70%"
"19.06.2019","100.303,41","99.403,24","100.327,15","98.977,84","4,55M","0,90%"
"18.06.2019","99.404,39","97.633,36","99.411,78","97.633,36","4,66M","1,82%"
"17.06.2019","97.623,25","98.037,52","98.439,36","97.622,65","4,05M","-0,43%"
"14.06.2019","98.040,06","98.775,72","98.980,83","97.600,83","9,47M","-0,74%"
"13.06.2019","98.773,70","98.321,11","99.364,48","98.321,11","5,77M","0,46%"
"12.06.2019","98.320,88","98.959,59","99.239,50","97.831,00","5,10M","-0,65%"
"11.06.2019","98.960,00","97.466,69","98.984,60","97.466,69","5,08M","1,53%"
"10.06.2019","97.466,69","97.827,62","97.856,00","96.782,23","3,69M","-0,36%"
"07.06.2019","97.821,26","97.204,85","98.325,57","97.204,85","3,83M","0,63%"
"06.06.2019","97.204,85","96.001,79","97.461,97","96.001,79","4,18M","1,26%"
"05.06.2019","95.998,75","97.381,37","97.686,14","95.685,84","3,89M","-1,42%"
"04.06.2019","97.380,28","97.020,10","97.722,88","96.593,43","4,43M","0,37%"
"03.06.2019","97.020,48","97.035,78","97.756,75","96.429,88","4,69M","-0,01%"
"31.05.2019","97.030,32","97.419,73","97.992,31","96.792,40","5,25M","-0,44%"
"30.05.2019","97.457,36","96.565,54","97.939,08","96.510,53","4,53M","0,92%"
"29.05.2019","96.566,55","96.388,66","96.985,83","95.689,78","4,70M","0,18%"
"28.05.2019","96.392,76","94.863,04","96.551,80","94.706,70","6,58M","1,61%"
"27.05.2019","94.864,25","93.625,70","95.444,04","93.625,70","2,62M","1,32%"
"24.05.2019","93.627,80","93.912,05","94.899,52","93.545,46","3,59M","-0,30%"
"23.05.2019","93.910,03","94.360,10","94.546,68","93.299,97","3,90M","-0,48%"
"22.05.2019","94.360,66","94.485,43","95.211,75","93.882,56","4,36M","-0,13%"
"21.05.2019","94.484,63","91.945,56","94.572,55","91.945,56","5,56M","2,76%"
"20.05.2019","91.946,19","90.005,81","92.116,51","89.822,25","4,76M","2,17%"
"17.05.2019","89.992,73","90.023,41","91.320,54","89.408,93","5,51M","-0,04%"
"16.05.2019","90.024,47","91.621,82","91.621,82","89.778,11","5,74M","-1,75%"
"15.05.2019","91.623,44","92.087,83","92.087,83","90.294,63","4,94M","-0,51%"
"14.05.2019","92.092,44","91.736,48","92.528,53","91.562,45","4,17M","0,40%"
"13.05.2019","91.726,54","94.252,49","94.252,49","91.599,97","4,81M","-2,69%"
"10.05.2019","94.257,56","94.809,00","94.847,83","93.234,12","4,22M","-0,58%"
"09.05.2019","94.807,85","95.596,61","95.596,61","93.883,23","4,28M","-0,83%"
"08.05.2019","95.596,61","94.388,56","96.311,89","94.388,56","5,07M","1,28%"
"07.05.2019","94.388,73","95.008,66","95.008,66","92.749,70","5,06M","-0,65%"
"06.05.2019","95.008,66","95.991,51","95.991,51","94.539,99","3,32M","-1,04%"
"03.05.2019","96.007,89","95.520,64","96.314,61","95.520,64","4,14M","0,50%"
"02.05.2019","95.527,62","96.339,31","96.339,31","95.311,67","3,98M","-0,86%"
"30.04.2019","96.353,33","96.191,45","96.706,71","95.613,24","4,36M","0,17%"
"29.04.2019","96.187,75","96.253,53","97.123,09","96.003,57","3,33M","-0,05%"
"26.04.2019","96.236,04","96.552,15","96.563,20","95.620,12","3,88M","-0,33%"
"25.04.2019","96.552,03","95.026,88","96.552,03","94.212,77","5,03M","1,59%"
"24.04.2019","95.045,43","95.923,48","95.923,48","94.163,33","4,80M","-0,92%"
"23.04.2019","95.923,24","94.590,49","96.315,40","94.590,49","4,44M","1,41%"
"22.04.2019","94.588,06","94.577,82","95.037,90","93.720,50","3,27M","0,01%"
"18.04.2019","94.578,26","93.285,33","95.140,29","93.285,33","5,09M","1,39%"
"17.04.2019","93.284,75","94.336,78","95.041,78","92.337,54","6,66M","-1,11%"
"16.04.2019","94.333,31","93.082,09","95.061,95","92.878,99","4,72M","1,34%"
"15.04.2019","93.082,97","92.874,83","93.722,86","92.697,05","4,77M","0,22%"
"12.04.2019","92.875,00","94.746,92","94.768,18","92.516,32","6,93M","-1,98%"
"11.04.2019","94.754,70","95.953,90","95.953,90","94.173,36","3,64M","-1,25%"
"10.04.2019","95.953,45","96.291,79","96.902,14","95.669,58","4,72M","-0,35%"
"09.04.2019","96.291,79","97.366,05","97.366,05","95.487,57","3,85M","-1,11%"
"08.04.2019","97.369,29","97.110,05","97.610,25","96.742,91","3,54M","0,27%"
"05.04.2019","97.108,17","96.319,32","97.493,10","96.152,08","3,80M","0,83%"
"04.04.2019","96.313,06","94.502,60","96.393,56","94.333,95","4,21M","1,93%"
"03.04.2019","94.491,48","95.392,32","96.442,31","94.124,40","4,44M","-0,94%"
"02.04.2019","95.386,76","96.062,10","96.690,17","94.824,93","3,83M","-0,70%"
"01.04.2019","96.054,45","95.422,90","96.751,53","95.422,90","3,87M","0,67%"
"29.03.2019","95.414,55","94.401,69","95.862,75","94.401,69","4,82M","1,09%"
"28.03.2019","94.388,94","91.900,60","94.853,71","91.584,26","5,35M","2,70%"
"27.03.2019","91.903,40","95.297,25","95.297,25","91.903,40","5,90M","-3,57%"
"26.03.2019","95.306,82","93.668,27","95.524,70","93.668,27","4,80M","1,76%"
"25.03.2019","93.662,01","93.735,41","94.383,78","93.103,15","4,65M","-0,08%"
"22.03.2019","93.735,15","96.724,71","96.724,71","93.379,64","6,19M","-3,10%"
"21.03.2019","96.729,08","98.041,14","98.045,97","95.456,28","5,49M","-1,34%"
"20.03.2019","98.041,37","99.588,47","99.707,96","97.980,93","4,78M","-1,55%"
"19.03.2019","99.588,37","99.990,91","100.438,87","99.372,87","5,39M","-0,41%"
"18.03.2019","99.993,92","99.141,49","100.037,69","99.141,43","4,33M","0,86%"
"15.03.2019","99.136,74","98.604,99","99.393,33","98.597,33","5,30M","0,54%"
"14.03.2019","98.604,67","98.904,72","99.035,54","97.775,83","3,70M","-0,30%"
"13.03.2019","98.903,88","97.831,23","99.267,22","97.464,10","4,96M","1,10%"
"12.03.2019","97.828,03","98.038,10","98.149,69","97.266,94","3,95M","-0,20%"
"11.03.2019","98.026,62","95.384,46","98.026,62","95.384,46","4,38M","2,79%"
"08.03.2019","95.364,85","94.340,17","95.475,68","93.304,76","4,18M","1,09%"
"07.03.2019","94.340,17","94.216,25","94.532,25","93.728,95","4,23M","0,13%"
"06.03.2019","94.216,87","94.603,63","94.889,38","93.945,46","2,80M","-0,41%"
"01.03.2019","94.603,75","95.584,35","96.113,18","94.393,59","4,18M","-1,03%"
"28.02.2019","95.584,35","97.307,38","97.528,01","95.364,39","5,53M","-1,77%"
"27.02.2019","97.307,31","97.602,50","97.781,81","96.885,98","3,99M","-0,30%"
"26.02.2019","97.602,50","97.242,44","97.903,97","97.235,48","3,66M","0,37%"
"25.02.2019","97.239,90","97.881,03","98.189,91","97.087,23","4,49M","-0,66%"
"22.02.2019","97.885,60","96.928,80","97.886,63","96.928,80","4,56M","0,98%"
"21.02.2019","96.932,27","96.546,17","97.231,40","95.793,10","5,99M","0,40%"
"20.02.2019","96.544,81","97.661,29","98.543,68","96.544,81","6,09M","-1,14%"
"19.02.2019","97.659,15","96.512,65","98.185,19","96.512,65","4,98M","1,19%"
"18.02.2019","96.509,89","97.526,51","97.526,51","96.238,89","2,92M","-1,04%"
"15.02.2019","97.525,91","98.015,09","98.237,80","97.083,07","4,73M","-0,50%"
"14.02.2019","98.015,09","95.842,52","98.018,83","94.915,48","5,38M","2,27%"
"13.02.2019","95.842,40","96.168,78","96.803,73","95.388,93","5,99M","-0,34%"
"12.02.2019","96.168,40","94.419,93","96.571,42","94.419,93","5,07M","1,86%"
"11.02.2019","94.412,91","95.351,17","95.498,93","93.736,67","3,88M","-0,98%"
"08.02.2019","95.343,10","94.401,26","95.485,59","93.424,29","5,47M","0,99%"
"07.02.2019","94.405,59","94.654,00","95.641,51","93.507,18","5,79M","-0,24%"
"06.02.2019","94.635,57","98.307,91","98.307,91","94.635,57","5,63M","-3,74%"
"05.02.2019","98.311,20","98.586,80","98.586,80","97.596,41","4,92M","-0,28%"
"04.02.2019","98.588,63","97.861,27","98.588,63","96.900,79","4,41M","0,74%"
"01.02.2019","97.861,27","97.395,48","98.043,90","96.990,33","4,43M","0,48%"
"31.01.2019","97.393,74","96.996,45","98.405,21","96.996,45","6,16M","0,41%"
"30.01.2019","96.996,21","95.642,96","97.106,68","95.642,96","6,36M","1,42%"
"29.01.2019","95.639,33","95.508,28","96.751,32","95.508,28","5,42M","0,20%"
"28.01.2019","95.443,88","97.674,04","97.936,82","94.783,03","7,41M","-2,29%"
"24.01.2019","97.677,19","96.557,73","97.677,19","96.557,73","5,17M","1,16%"
"23.01.2019","96.558,42","95.115,80","96.575,98","95.115,80","5,20M","1,53%"
"22.01.2019","95.103,38","96.008,44","96.069,51","94.661,91","4,39M","-0,94%"
"21.01.2019","96.009,77","96.092,61","96.092,61","94.862,85","2,80M","-0,09%"
"18.01.2019","96.096,75","95.386,26","96.395,98","95.386,26","5,04M","0,78%"
"17.01.2019","95.351,09","94.393,07","95.681,82","93.950,41","5,10M","1,01%"
"16.01.2019","94.393,07","94.056,82","94.393,07","93.686,83","4,39M","0,36%"
"15.01.2019","94.055,72","94.474,13","94.695,12","93.401,51","5,01M","-0,44%"
"14.01.2019","94.474,13","93.644,87","94.474,13","93.335,06","4,63M","0,87%"
"11.01.2019","93.658,31","93.805,57","93.960,78","93.358,67","5,50M","-0,16%"
"10.01.2019","93.805,93","93.599,15","93.987,17","93.049,78","4,99M","0,21%"
"09.01.2019","93.613,04","92.032,69","93.625,82","92.028,41","5,17M","1,72%"
"08.01.2019","92.031,86","91.699,05","92.230,99","91.063,90","4,64M","0,36%"
"07.01.2019","91.699,05","91.845,16","92.551,88","91.288,27","4,71M","-0,15%"
"04.01.2019","91.840,79","91.576,64","92.701,36","90.823,78","5,49M","0,30%"
"03.01.2019","91.564,25","91.011,00","91.596,28","89.921,57","6,25M","0,61%"
"02.01.2019","91.012,31","87.887,26","91.478,84","87.535,87","5,79M","3,56%"
